Timestamp:,2022-01-31T13:47:37.405364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Laser line number: ,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Laser line name:, STATION2CREP_100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Laser image name:, STATION2CREP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Starting X:,72366.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Starting Y:,77661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Starting Z:,32127.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Spot size:,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Spot spacing:,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Number of shots:,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Direction of ablation:,0,Left to Right ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Cycle time (ms),x [um],y [um],23Na cps,24Mg cps,27Al cps,28Si cps,29Si cps,30Si cps,31P cps,39K cps,43Ca cps,44Ca cps,45Sc cps,48Ca cps,49Ti cps,51V cps,52Cr cps,55Mn cps,56Fe cps,59Co cps,60Ni cps,63Cu cps,64Zn cps,69Ga cps,72Ge cps,75As cps,80Se cps,84Sr cps,85Rb cps,86Sr cps,88Sr cps,89Y cps,90Zr cps,93Nb cps,95Mo cps,101Ru cps,103Rh cps,105Pd cps,107Ag cps,111Cd cps,115In cps,120Sn cps,123Sb cps,124Te cps,133Cs cps,138Ba cps,139La cps,140Ce cps,141Pr cps,146Nd cps,149Sm cps,153Eu cps,157Gd cps,159Tb cps,163Dy cps,165Ho cps,166Er cps,169Tm cps,172Yb cps,175Lu cps,178Hf cps,181Ta cps,182W cps,185Re cps,189Os cps,193Ir cps,195Pt cps,197Au cps,202Hg cps,205Tl cps,208Pb cps,209Bi cps,232Th cps,238U cps
39725.5688,72591.42,77661,199.56,67.95,0,1274.95,323.11,171.5,120.34,0,0,0,0,0,0,0,10.6,0,69.37,0,72.2,0,0,0,0,90.48,0,0,39.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.48,0,62.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39738.3512,72596.42,77661,111.9,0,0,657.57,40.53,286.1,129.2,0,0,12.65,0,0,0,0,98.04,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39751.1336,72601.42,77661,144.07,0,0,2236.33,267.54,156.91,86.42,0,0,15.3,0,25.7,0,0,39.6,0,44.5,0,16.9,0,0,0,0,0,62.5,0,0,0,41.25,10.84,0,0,0,0,0,30.45,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39763.916,72606.42,77661,129.32,0,0,710.89,184.6,123.19,59.45,0,0,80.34,9.96,0,0,0,23.32,0,81.37,0,0,0,0,0,0,35.1,0,0,0,0,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,0,0,0,0,0,0,0,0,0,0,0,0,24.08,0,0,0,0,0,0,0,0,65.4,0,0,0,0,0,0,0
39775.6332,72611.42,77661,138.49,0,0,189.35,356.31,151.72,0,0,0,0,0,0,0,0,10.6,0,63.6,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,47.25,0,0,0,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39788.4156,72616.42,77661,227.95,15.9,0,1592.69,61.1,50.73,9.1,0,0,0,0,0,0,0,26.5,0,81.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39801.198,72621.42,77661,401.76,0,0,774.94,282.55,279.75,20.4,0,0,144.2,0,0,0,0,129.42,0,37.94,0,0,0,0,0,0,32.76,0,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39813.9804,72626.42,77661,321.6,35.4,0,2231.51,348.59,1027.86,122.77,0,0,0,0,0,0,0,15.56,0,147.68,52.08,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.48,0,0,0,0,0,0,0,0,0,0,0,0
39825.6976,72631.42,77661,419.09,0,0,831.03,409.37,131.08,42.84,0,0,0,0,0,0,0,44.1,0,197.6,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39838.48,72636.42,77661,148.5,0,13.85,898.92,366.87,501.08,75.14,0,0,0,0,0,0,0,66.98,0,56.08,0,0,0,0,0,0,188.44,0,0,0,0,0,0,0,0,0,0,0,37.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39851.2624,72641.42,77661,144.92,0,0,1111.07,72.68,317.78,15.8,0,0,76.4,0,0,0,0,71.15,66.04,171.56,0,0,0,0,0,0,50.72,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
39864.0448,72646.42,77661,280.38,0,0,1820.7,484.85,239,0,0,0,27.58,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39875.762,72651.42,77661,412.32,0,0,1603.49,112.33,206.5,85.48,0,0,0,0,0,0,0,62.02,0,88.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,0,23.24,0,0,0,0
39888.5444,72656.42,77661,464.38,0,0,378.79,167.04,598.08,66.46,0,0,56,0,0,0,0,0,0,173.25,0,0,0,8.96,0,0,0,0,0,0,0,28.4,0,0,0,0,0,0,12.88,0,0,0,26,0,0,37.05,0,16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1,0,0,0,0
39901.3268,72661.42,77661,908.71,179,36.9,415.04,314.89,435.45,68.8,0,0,134.24,0,0,0,33.8,72.98,0,24.05,0,28.32,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39913.044,72666.42,77661,989.62,227.84,0,700.27,311.54,824.07,67.3,0,0,61.15,0,0,0,0,141.16,0,19.08,0,0,0,0,0,0,0,20.76,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,33,19.2,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39925.8264,72671.42,77661,652.27,0,0,1407.26,260.46,191.53,150.24,0,0,0,0,0,0,0,124.94,0,28.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,15.4,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72,0,0,0
39938.6088,72676.42,77661,569.34,0,21.05,996.72,237.89,149.7,190.85,0,0,0,0,0,0,0,0,0,95.15,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39951.3912,72681.42,77661,382.96,0,0,939.54,212.48,62.64,68.85,0,0,0,0,0,0,0,54.9,0,0,0,15.8,0,0,0,0,143.36,0,0,0,0,19.95,0,0,0,0,0,0,0,0,0,0,0,15.75,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39963.1084,72686.42,77661,26.6,0,0,998.09,201.01,81.15,27.56,0,0,9.75,0,0,0,0,0,0,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.58,57.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39975.8908,72691.42,77661,280.99,0,0,988.16,102.83,445.45,5.64,0,0,132.6,0,0,0,0,10.25,0,15.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.44,0,31.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39988.6732,72696.42,77661,230.24,0,0,581.16,38.85,243.17,23.25,0,0,0,0,0,0,0,48.9,0,34.65,0,0,0,0,0,0,0,0,0,35.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40001.4556,72701.42,77661,270.15,0,0,524.05,66.42,68.8,52.1,0,0,0,0,0,0,0,29.12,0,92.68,0,13.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40013.1728,72706.42,77661,236.26,0,0,295.22,305.12,236.32,67.83,0,0,122.33,0,0,0,0,51.9,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40025.9552,72711.42,77661,179.5,0,0,651.65,245.12,229.06,49.19,0,0,0,0,0,0,0,38.6,0,102.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,0,0,0,40.43,0,0,0,0,0,0,0,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40038.7376,72716.42,77661,379.01,0,0,1034,111.37,302.88,0,0,0,0,0,0,0,0,0,0,24.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40051.52,72721.42,77661,137.52,0,0,1605.89,258.52,453.39,11.4,0,0,0,0,0,0,0,13.84,0,135.99,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40063.2372,72726.42,77661,281.51,104.22,0,980.39,106.23,223.75,35.25,0,0,0,0,28.99,0,0,0,0,61.72,0,61.24,48.75,69.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40076.0196,72731.42,77661,375.86,67.38,0,1173.21,198.62,249.5,15.6,0,0,0,0,0,0,0,125.59,0,84.17,0,0,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40088.802,72736.42,77661,353.59,0,0,584.62,113.74,114.53,31.3,0,0,15,0,0,0,0,0,0,16.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,47.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101.5844,72741.42,77661,399.24,48.58,0,1198.99,60.54,295.16,67.01,0,0,0,0,0,0,0,0,0,102.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40113.3016,72746.42,77661,386.95,0,0,1658.23,138.95,423.72,20.08,0,0,7.36,0,0,0,0,54.21,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91,0,0,0,0,0,0,0,0,0,0,21.75,33.18,0,80.04,0,0,0,0,0,0,0,0,0,0,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40126.084,72751.42,77661,317.2,0,0,1020.12,96.83,182.01,220.42,0,0,12.6,0,0,0,0,0,0,135.28,0,0,0,0,0,0,0,0,0,0,0,108.61,0,0,0,0,0,0,12.4,14.1,0,0,44.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40138.8664,72756.42,77661,388.99,0,0,1001.63,304.91,291.11,0,0,0,0,0,0,0,0,0,45.15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40151.6488,72761.42,77661,213.42,76.38,0,1110.96,210.12,391.76,35.97,0,0,43.16,0,0,0,0,14.6,0,72.02,0,0,0,0,0,0,9.48,0,0,0,0,0,0,0,0,0,0,0,0,75.46,0,0,50.36,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40163.366,72766.42,77661,396.88,0,0,612.01,231.4,226.98,64.56,0,0,0,0,0,0,0,16.6,0,44.41,0,25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40176.1484,72771.42,77661,583.97,0,0,672.27,163.37,213.19,65.25,0,0,63.44,0,0,0,0,41.5,13.35,61.63,0,0,0,0,0,0,93.3,0,0,0,0,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40188.9308,72776.42,77661,366.64,0,105.98,776.99,170.04,152.46,80.1,0,0,33.6,0,0,0,0,34.72,97.05,0,0,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40201.7132,72781.42,77661,356.05,0,0,1519.1,106.36,342.82,81.36,0,0,66.9,0,0,0,0,59.08,0,10.32,0,56.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.63,0,0,0,0,0
40213.4304,72786.42,77661,77.63,0,0,1158.85,717.74,136.95,58.26,0,0,18.56,0,0,0,0,0,0,89.35,0,30.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40226.2128,72791.42,77661,1060.05,92.17,72.95,104157,5611.77,4092.34,83.28,0,0,16.75,0,41.94,0,0,43.75,0,119.85,0,0,0,0,0,0,0,0,0,22.45,0,57.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40238.9952,72796.42,77661,606.2,182.64,0,109286,6358.71,3465.65,136.38,0,0,40.5,0,12.28,0,0,89.5,83.4,24.16,0,0,0,0,0,0,70.95,0,0,0,0,0,0,0,0,0,0,0,0,32.62,0,0,0,0,0,0,30.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0
40251.7776,72801.42,77661,415.05,0,0,1706.38,417.73,431.93,79.13,0,0,16.8,0,0,0,0,39,0,106.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40263.4948,72806.42,77661,327.65,34.25,0,2885.57,117.55,489.94,76.78,0,0,0,0,0,0,0,0,0,12.15,0,0,0,0,0,0,0,0,0,61.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40276.2772,72811.42,77661,207.76,0,0,2889.49,303.45,861.15,209.4,0,0,20.12,0,0,0,0,0,0,76.69,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,15.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,0,0,0,0,0,0,0,0,0,0
40289.0596,72816.42,77661,165.64,0,0,762,106.72,312.81,41.46,0,0,0,0,0,0,0,0,0,124.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40300.7768,72821.42,77661,345.54,0,0,1435.85,50.04,100.53,57.55,0,0,72.88,0,0,0,0,51,0,0,0,0,0,0,0,0,68.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
40313.5592,72826.42,77661,279.62,0,0,494.96,48.65,316.45,0,0,0,0,20.92,0,0,0,21.04,0,144.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40326.3416,72831.42,77661,278.12,34.35,0,995.92,168.54,305.42,35.26,0,0,0,16.8,0,0,0,50.46,0,163.17,0,0,0,0,0,0,41.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,19.1,0,27.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40339.124,72836.42,77661,91.73,55.58,0,414.16,154.62,879.68,197.75,0,0,89.75,0,0,0,0,41.9,0,70.11,0,0,0,0,0,0,55.41,0,0,21.8,0,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40350.8412,72841.42,77661,216.18,0,0,959.05,151.77,294.12,14.24,0,50.48,67.68,0,0,0,0,222.56,22.4,13.25,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,0,0,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0
40363.6236,72846.42,77661,480.12,98.8,0,1021.45,319.86,222.05,9.9,0,0,25.3,12.4,0,0,0,96.98,0,95.49,0,0,0,0,0,0,58.4,0,0,0,0,10.8,0,0,0,0,0,59.64,0,0,0,0,0,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40376.406,72851.42,77661,303.42,0,23.9,1166.66,107.36,144.02,109.15,0,0,0,0,0,0,0,39.55,0,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40389.1884,72856.42,77661,357.49,0,38.24,580.77,37.89,184.12,91.34,0,0,23.85,29.56,0,0,0,96.62,0,13.36,0,15.75,0,0,0,0,0,0,0,0,0,29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
40400.9056,72861.42,77661,427.47,0,0,1593.95,269.87,84.65,144.87,0,0,0,0,0,0,0,113.94,0,155.35,0,0,0,0,0,0,14.45,0,0,0,0,0,0,0,0,0,0,0,53.55,0,0,0,59.67,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40413.688,72866.42,77661,890.68,248.53,413.52,27930.9,942.43,1261.52,19.44,0,0,84.34,0,0,0,0,0,0,298.82,0,0,0,0,0,0,0,0,0,0,0,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40426.4704,72871.42,77661,176.43,54.3,168.09,5522.3,76.39,600.91,69.56,0,0,0,0,0,0,0,16.95,55.2,34.3,0,0,0,33.8,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0,0,0,0
40439.2528,72876.42,77661,514.21,36.06,0,2228.25,282.74,266.78,56.24,0,0,0,0,0,0,0,0,13.45,49.58,0,14.76,0,0,0,0,0,0,0,0,0,48.16,0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.92,0,0,0,0
40450.97,72881.42,77661,160.65,27.48,0,914.75,155.47,417.87,100.53,0,0,0,0,0,0,0,73.97,26.9,48.7,0,0,0,0,0,0,98.98,0,0,0,0,0,0,0,0,0,0,0,33.67,0,0,0,26.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40463.7524,72886.42,77661,414.79,10.9,0,892.94,101.39,358.71,58.65,0,0,49.01,0,0,0,0,40.75,0,11.75,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,0,35.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40476.5348,72891.42,77661,155.35,0,0,1106.4,222.2,201.27,0,0,0,47.5,0,0,0,0,17.35,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40489.3172,72896.42,77661,139.44,0,0,2037.88,189.25,115.84,77.21,0,0,0,0,0,0,0,0,0,35.27,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.55,0,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.04,0,0
40501.0344,72901.42,77661,311.98,0,0,1645.87,193.13,64.89,117.09,0,0,0,0,0,0,0,40.92,0,70.63,0,0,0,0,0,0,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40513.8168,72906.42,77661,89.01,0,92.85,930.8,253.79,251.47,89.64,0,0,0,0,0,0,0,62.25,0,152.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40526.5992,72911.42,77661,257.29,97.59,145.75,18099.1,730.26,540.47,143.28,0,0,0,43.8,0,0,0,0,0,145.01,0,0,0,0,0,0,37.92,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40539.3816,72916.42,77661,68.5,52.65,76.64,9678.99,378.26,491,42.92,0,0,37.9,0,0,0,0,12.04,25.05,266.07,0,0,0,0,0,0,0,0,0,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,0,0,0,0,0
40551.0988,72921.42,77661,627.77,26.76,14.44,2687.53,741.22,249.77,138.43,0,0,0,0,0,0,0,0,73.32,15.52,0,95.1,0,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,49.28,30.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40563.8812,72926.42,77661,365.52,66.9,30.9,1973.8,128.9,311.17,59.89,0,0,0,0,0,0,0,11.85,0,103.9,0,0,15.6,0,0,0,0,0,0,0,0,69.4,0,0,0,0,0,0,0,31.35,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40576.6636,72931.42,77661,121.12,0,0,1336.97,240.23,245.61,0,0,0,0,0,0,0,0,0,0,9,0,30.45,0,0,0,0,61.44,0,0,75.4,0,0,0,0,0,0,0,0,0,0,0,0,83.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.15,0,0,0,0,0
40589.446,72936.42,77661,193.95,0,0,1301.82,145.06,133.17,95.94,0,0,0,0,0,0,0,60.9,21.64,86.55,0,12.76,0,0,0,0,36.48,0,0,34.4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,66.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44,0,0,0,0,0
